title,artist,year,explicit,styles,languages,title_artist,synced,d_id,d_song,d_isrc,d_release,d_explicit,d_bpm,d_artist,d_album_id,d_album,d_art
All Over Again,The Mavericks,2013,0,"Country,Latin",English,all over again - the mavericks,0,129857810,All over Again (Live),QZ4RG1600003,2016-10-14,False,142.0,The Mavericks,13755558,"All Night Live, Vol. 1",https://cdns-images.dzcdn.net/images/cover/3aa0565e50c536e1aee1e10c4cfb27db/250x250-000000-80-0-0.jpg
There'll Be Sad Songs (To Make You Cry),Billy Ocean,1986,0,Soft rock,English,there'll be sad songs (to make you cry) - billy ocean,0,6071041,There'll Be Sad Songs (To Make You Cry),GBAHK9700113,2010-04-26,False,159.6,Billy Ocean,554212,The Very Best of Billy Ocean,https://cdns-images.dzcdn.net/images/cover/8ba46c9d4354710600f14508eaa76d8d/250x250-000000-80-0-0.jpg
Everything,Mary J. Blige,1997,0,"R&B,Soul",English,everything - mary j. blige,0,90265829,Everything,USMC19651992,2007-12-20,False,164.1,Mary J. Blige,9148705,Share My World,https://e-cdns-images.dzcdn.net/images/cover/fea6e924e5f3047318eb8c8dba900b79/250x250-000000-80-0-0.jpg
An Old-Fashioned Christmas,Frank Sinatra,1964,0,Christmas,English,an old-fashioned christmas - frank sinatra,0,124462500,An Old Fashioned Christmas,USRH10903368,2013-12-10,False,127.21,Frank Sinatra,13066590,The Christmas Collection,https://e-cdns-images.dzcdn.net/images/cover/d4568d21d1a3c6381ef0e383fa54dd49/250x250-000000-80-0-0.jpg
Might Have Been,Steve Holy,2008,0,Country,English,might have been - steve holy,0,75783295,Might Have Been,USCRB0807843,2008-05-06,False,80.0,Steve Holy,7507667,Might Have Been,https://cdns-images.dzcdn.net/images/cover/69ab9a4d89285cdd9aa463c6a78a451e/250x250-000000-80-0-0.jpg
Bring on the Night,The Police,1979,0,"Rock,Reggae",English,bring on the night - the police,0,665714702,Bring On The Night,GBAAM0201173,2019-04-15,False,109.38,The Police,93733642,Reggatta De Blanc (Remastered 2003),https://cdns-images.dzcdn.net/images/cover/b11b98eb4bea1c8abcff67eee2a7eeb7/250x250-000000-80-0-0.jpg
Because Of You,Kelly Clarkson,2004,0,"Pop,Love",English,because of you - kelly clarkson,0,14876580,Because Of You (Original Mix),GBCTA0400265,2006-03-21,False,140.1,Kelly Clarkson,1372042,Because Of You - Remixes,https://e-cdns-images.dzcdn.net/images/cover/8fe8e4ad7f3c7d8167708e3e7de54dd1/250x250-000000-80-0-0.jpg
Wild For The Night,ASAP Rocky,2013,1,Rap,English,wild for the night - asap rocky,0,0,0,0,0,0,0.0,0,0,0,0
The Nights,Avicii,2014,0,"Dance,Electro,Folk",English,the nights - avicii,0,90632837,The Nights,CH3131340464,2014-12-01,False,126.05,Avicii,9188269,The Days / Nights,https://e-cdns-images.dzcdn.net/images/cover/6e58a99f59a150e9b4aefbeb2d6fc856/250x250-000000-80-0-0.jpg
You Don't Fool Me,Queen,1996,0,"Pop,Rock",English,you don't fool me - queen,0,716513672,You Don't Fool Me,GBUM71103757,2019-07-26,False,121.96,Queen,104483732,The Platinum Collection (Greatest Hits I II & III - 2011 Remaster),https://cdns-images.dzcdn.net/images/cover/780b4f2e2ed49cafc20e88c029062c2c/250x250-000000-80-0-0.jpg
Kicks,Paul Revere & The Raiders,1966,0,"Pop,Rock",English,kicks - paul revere & the raiders,0,0,0,0,0,0,0.0,0,0,0,0
First,Lauren Daigle,2015,0,Pop,English,first - lauren daigle,0,98023512,First,US8391500022,2015-04-14,False,119.8,Lauren Daigle,10008182,How Can It Be,https://e-cdns-images.dzcdn.net/images/cover/4680994d16a7491b21eeedf25f7d7ee4/250x250-000000-80-0-0.jpg
Bra Off,RaeLynn,2019,0,"Country,Pop",English,bra off - raelynn,0,778300182,Bra Off,GBKPL1973051,2019-11-08,False,0.0,RaeLynn,115217432,Bra Off,https://e-cdns-images.dzcdn.net/images/cover/32525736339006911963753f90374651/250x250-000000-80-0-0.jpg
The Good Ones,Gabby Barrett,2019,0,Pop,English,the good ones - gabby barrett,0,709336732,The Good Ones,USWB11901698,2019-07-12,False,179.76,Gabby Barrett,102972532,The Good Ones,https://cdns-images.dzcdn.net/images/cover/7760e50d318020e418f3fb0ecc20297c/250x250-000000-80-0-0.jpg
San Francisco Bay Blues,Eric Clapton,1992,0,"Blues,Folk",English,san francisco bay blues - eric clapton,0,71218249,"San Francisco Bay Blues (Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster)",USRE11300321,2013-10-11,False,162.8,Eric Clapton,6991465,Unplugged (Deluxe Edition),https://e-cdns-images.dzcdn.net/images/cover/f7892dc9838a163b5667d3f2f05b00d2/250x250-000000-80-0-0.jpg
Knocking at Your Back Door,Deep Purple,1984,0,"Hard/Metal,Rock",English,knocking at your back door - deep purple,0,709708272,Knocking At Your Back Door,USA278400010,2019-07-12,False,121.96,Deep Purple,103036862,Perfect Strangers,https://e-cdns-images.dzcdn.net/images/cover/4f471fc85f5222bc7ccb5c6ec32fb49c/250x250-000000-80-0-0.jpg
Thank You,Nathan Carter,2016,0,"Country,Love,Pop",English,thank you - nathan carter,0,123808566,Thank You,GBUM71601370,2016-04-29,False,95.04,nathan carter,12979530,Stayin' Up All Night,https://e-cdns-images.dzcdn.net/images/cover/459acff62441a607f6503bab75fd0f76/250x250-000000-80-0-0.jpg
Everybody's Got To Learn Sometime,The Korgis,1980,0,"Pop,Love",English,everybody's got to learn sometime - the korgis,0,1908632,Everybody's Got To Learn Sometime - Re-Recording,USFB20659373,2011-03-01,False,75.0,The Korgis,195067,Pop Classics: I'm In Love,https://cdns-images.dzcdn.net/images/cover/66a29f9b375a185af41e3d95973e20f2/250x250-000000-80-0-0.jpg
Love Somebody,Maroon 5,2012,0,"Pop,Electro,Rock",English,love somebody - maroon 5,0,848797292,Love Somebody,USUM71204774,2019-10-25,False,119.837,Maroon 5,125907862,Hot Beach Pop,https://cdns-images.dzcdn.net/images/cover/acea9b18110ade2fdf52040e1ef655b9/250x250-000000-80-0-0.jpg
Moto Psycho,Megadeth,2001,0,"Hard/Metal,Rock",English,moto psycho - megadeth,0,631691792,Moto Psycho (2019 - Remaster),GB5KW1800179,2001-05-15,False,0.0,Megadeth,87163492,The World Needs a Hero (2019 - Remaster),https://cdns-images.dzcdn.net/images/cover/46f8b1bc4f1508b85d5a4b33e0acbb1e/250x250-000000-80-0-0.jpg
Gettin' In The Mood,Brian Setzer,2000,0,"Rock 'n Roll,Jazz",English,gettin' in the mood - brian setzer,0,931859,Gettin' In The Mood (Chris Lord-Alge Mix),USIR10000890,2000-07-19,False,91.5,The Brian Setzer Orchestra,104859,Vavoom,https://cdns-images.dzcdn.net/images/cover/d07ee0ccea325b36195da740fee2bdb1/250x250-000000-80-0-0.jpg
Thong Song,Sisqó,2000,0,"R&B,Rap",English,thong song - sisqó,0,2548870,Thong Song,USDJ29905218,1999-11-30,True,121.6,Sisqó,249680,Unleash The Dragon,https://cdns-images.dzcdn.net/images/cover/83d86caacbc5a95f1638048252c01b85/250x250-000000-80-0-0.jpg
Johnny Guitar,Peggy Lee,1954,0,"Jazz,Oldies",English,johnny guitar - peggy lee,0,517563232,Johnny Guitar,FRP100300080,2016-10-01,False,170.84,Jeanne Balibar,66496062,Paramour,https://cdns-images.dzcdn.net/images/cover/5ab4a45ceb6b38924aa19239b3bdd0ba/250x250-000000-80-0-0.jpg
Paper Roses,Marie Osmond,1973,0,Country,English,paper roses - marie osmond,0,1583451,Paper Roses,USPR37307333,2002-10-15,False,114.2,Marie Osmond,162243,20th Century Masters: The Millennium Collection: Best of Donny & Marie Osmond,https://cdns-images.dzcdn.net/images/cover/fce021040739c5ad0273db5e09bc6e35/250x250-000000-80-0-0.jpg
"Mexico, Tequila and Me",Alan Jackson,2015,0,Country,English,"mexico, tequila and me - alan jackson",0,104584980,"Mexico, Tequila And Me",USUM71505436,2015-07-17,False,156.0,Alan Jackson,10885342,Angels And Alcohol,https://e-cdns-images.dzcdn.net/images/cover/84eeeebfdb28498713aa360fcff27287/250x250-000000-80-0-0.jpg
Letters From Home,John Michael Montgomery,2004,0,Country,English,letters from home - john michael montgomery,0,3914581,Letters from Home,USWB10400048,2004-04-20,False,128.0,John Michael Montgomery,365399,Letters From Home,https://cdns-images.dzcdn.net/images/cover/5f06e9b98610524793fe7ece44ec7dae/250x250-000000-80-0-0.jpg
As She's Walking Away,Zac Brown Band,2010,0,Country,English,as she's walking away - zac brown band,0,853958862,As She's Walking Away (feat. Alan Jackson),USAT21001317,2012-04-17,False,0.0,Zac Brown Band,127060652,You Get What You Give (Deluxe),https://cdns-images.dzcdn.net/images/cover/0b9a2f0f82bbab387c5c194d32994339/250x250-000000-80-0-0.jpg
Silver Wings,Merle Haggard,1969,0,"Country,Folk",English,silver wings - merle haggard,0,98085282,Silver Wings,FR59R1591038,2015-04-07,False,122.0,Merle Haggard,10016840,Outlaw Country,https://cdns-images.dzcdn.net/images/cover/e9635943284dbf591f2f3d8b4fac8295/250x250-000000-80-0-0.jpg
Stop & Stare,OneRepublic,2007,0,"Rock,Pop",English,stop & stare - onerepublic,0,951655282,Lose Somebody,SEBGA2000398,2020-05-15,False,0.0,Kygo,146438912,Lose Somebody,https://e-cdns-images.dzcdn.net/images/cover/6a823c3d8d1b8be300e94ea85d713c4c/250x250-000000-80-0-0.jpg
Have Yourself a Merry Little Christmas,René Froger,2005,0,Christmas,English,have yourself a merry little christmas - rené froger,0,0,0,0,0,0,0.0,0,0,0,0
The First Noel,Lady Antebellum,2012,0,Christmas,English,the first noel - lady antebellum,0,773799652,The First Noel,USCN11200204,2012-10-22,False,0.0,Lady Antebellum,114488662,On This Winter's Night,https://cdns-images.dzcdn.net/images/cover/af0d010cbbb15ed793c285a43444dc6e/250x250-000000-80-0-0.jpg
Love is a Golden Ring,The Cats,1983,0,Pop,English,love is a golden ring - the cats,0,490422482,Love Is A Golden Ring,NLN900500001,2018-04-27,False,118.8,The Cats,62004662,Favorieten Expres,https://cdns-images.dzcdn.net/images/cover/013ef79e4270c6c6d823f5ec6a57120c/250x250-000000-80-0-0.jpg
And I Love Her,The Beatles,1964,0,Pop,English,and i love her - the beatles,0,116348434,And I Love Her (Remastered 2009),GBAYE0601442,2015-12-24,False,112.65,The Beatles,12047950,A Hard Day's Night (Remastered),https://e-cdns-images.dzcdn.net/images/cover/7d1c6019481f5b2b2a6e5de1ee57425c/250x250-000000-80-0-0.jpg
Lonely Weekend,Kacey Musgraves,2018,0,Pop,English,lonely weekend - kacey musgraves,0,482643392,Lonely Weekend,USUM71800129,2018-03-30,False,112.04,Kacey Musgraves,60649622,Golden Hour,https://cdns-images.dzcdn.net/images/cover/ffa31861f745057dfd75ea7abbfc15ad/250x250-000000-80-0-0.jpg
But It's Alright,J. J. Jackson,1967,0,Soul,English,but it's alright - j. j. jackson,0,10234202,But It's Alright,GBQRF0707992,2011-03-14,False,114.0,J. J. Jackson,935663,Back To Back: Mary Wells & J. J. Jackson,https://e-cdns-images.dzcdn.net/images/cover/b50aff7ea9a477a4857d35f1bdfb356e/250x250-000000-80-0-0.jpg
Sparks,Hilary Duff,2015,0,"Pop,Dance,Electro",English,sparks - hilary duff,0,97905030,Sparks,USRC11500512,2015-04-07,False,122.0,Hilary Duff,9970474,Sparks,https://cdns-images.dzcdn.net/images/cover/dea50f3c95320ce205c6b832bd302956/250x250-000000-80-0-0.jpg
Sideline Ho (clean),Monica,2006,0,R&B,English,sideline ho (clean) - monica,0,0,0,0,0,0,0.0,0,0,0,0
As Long As I Got You,Lily Allen,2014,0,Pop,English,as long as i got you - lily allen,0,77994702,As Long as I Got You,GBAYE1400236,2014-05-05,False,99.9,Lily Allen,7753758,Sheezus,https://cdns-images.dzcdn.net/images/cover/832247454042043c0ec5923939c48848/250x250-000000-80-0-0.jpg
Run,Foo Fighters,2017,0,"Hard/Metal,Rock",English,run - foo fighters,0,366449271,Run,USRW31700013,2017-06-01,False,136.0,Foo Fighters,42219061,Run,https://e-cdns-images.dzcdn.net/images/cover/104e6c0a71bb63bc0cd89a2a56c5f739/250x250-000000-80-0-0.jpg
Heaven,Paul Anka,2007,0,Jazz,English,heaven - paul anka,0,65372347,Pennies From Heaven,USQX91300581,2013-04-05,False,110.0,Paul Anka,6407798,Duets,https://e-cdns-images.dzcdn.net/images/cover/19be50bc922fabfb16c8f565a6a711b4/250x250-000000-80-0-0.jpg
Wake Up And Pay Attention (If You Wanna Be Somebody),Sister Act,1993,0,"Soul,Duet,R&B",English,wake up and pay attention (if you wanna be somebody) - sister act,0,0,0,0,0,0,0.0,0,0,0,0
We Dance On,N-Dubz,2010,0,"Rap,R&B,Pop",English,we dance on - n-dubz,0,0,0,0,0,0,0.0,0,0,0,0
Only Human,Cheryl Cole,2014,0,Pop,English,only human - cheryl cole,0,0,0,0,0,0,0.0,0,0,0,0
Honkytonk Life,Darryl Worley,2009,0,Country,English,honkytonk life - darryl worley,0,11475614,Honkytonk Life,USPG90910201,2009-06-09,False,117.0,Darryl Worley,1052788,Sounds Like Life,https://cdns-images.dzcdn.net/images/cover/2d6131741dfd051300e9db3ac07082e5/250x250-000000-80-0-0.jpg
Our Day Will Come,Ruby And The Romantics,1964,0,Soul,English,our day will come - ruby and the romantics,0,115034054,Our Day Will Come,USMC16219974,2015-12-11,False,183.75,Ruby And The Romantics,11919390,Our Day Will Come,https://e-cdns-images.dzcdn.net/images/cover/d20951a0a8286b693c6769fea779104d/250x250-000000-80-0-0.jpg
Back In '68,Mike Denver,2008,0,Country,English,back in '68 - mike denver,0,93281304,Back In '68,GB5ZE1001008,2015-01-13,False,90.0,Mike Denver,9472244,The Galway Boy,https://e-cdns-images.dzcdn.net/images/cover/de3e894077f35eefea57a37f1aaa6387/250x250-000000-80-0-0.jpg
Hold Me While You Wait,Lewis Capaldi,2019,0,Pop,English,hold me while you wait - lewis capaldi,0,672212092,Hold Me While You Wait,DEUM71900680,2019-05-03,False,0.0,Lewis Capaldi,95089052,Hold Me While You Wait,https://cdns-images.dzcdn.net/images/cover/0a444239f5e721ab61c8c885f0e07177/250x250-000000-80-0-0.jpg
These Are The Good Old Days,James Otto,2008,0,Country,English,these are the good old days - james otto,0,0,0,0,0,0,0.0,0,0,0,0
Mama He's Crazy,The Judds,1983,0,Country,English,mama he's crazy - the judds,0,75765674,Mama He's Crazy,USM1C0200052,2011-04-05,False,95.93,The Judds,7505699,I Will Stand By You - The Essential Collection,https://e-cdns-images.dzcdn.net/images/cover/022669d8a53dde2b389c015b4869844a/250x250-000000-80-0-0.jpg
You're The Reason God Made Oklahoma,David Frizzell,1981,0,"Soft rock,Country",English,you're the reason god made oklahoma - david frizzell,0,123344266,You're The Reason God Made Oklahoma,US3M51331103,2014-05-27,False,96.82,David Frizzell,12920608,Carryin' On The Family Names,https://cdns-images.dzcdn.net/images/cover/7f520cfcec7e2c4947ff12567c25cb81/250x250-000000-80-0-0.jpg
Ahab The Arab,Ray Stevens,1962,0,Humour,English,ahab the arab - ray stevens,0,78030385,Ahab the Arab (Bonus Track: Alternate Recording),USZZM0710242,2014-08-21,False,163.4,Ray Stevens,7758398,Greatest Hits - Original Recordings,https://cdns-images.dzcdn.net/images/cover/d81a3fc89802cc94ef87825d2a1c8ac0/250x250-000000-80-0-0.jpg
What Goes On,Mike Denver,2019,0,Country,English,what goes on - mike denver,0,0,0,0,0,0,0.0,0,0,0,0
Can't Fight This Feeling,Bastille,2019,0,"Christmas,Pop",English,can't fight this feeling - bastille,0,811122032,Can’t Fight This Feeling,GBUM71906405,2019-11-19,False,0.0,Bastille,119505402,Can’t Fight This Feeling,https://e-cdns-images.dzcdn.net/images/cover/e8eec065e819e169b220a0a2bfa21543/250x250-000000-80-0-0.jpg
Destination Calabria,Alex Gaudino,2007,0,"Pop,Dance,Electro",English,destination calabria - alex gaudino,0,5406699,Destination Calabria (Radio Edit),ITL010600343,2009-12-22,False,128.0,Alex Gaudino,495083,Destination Calabria,https://e-cdns-images.dzcdn.net/images/cover/3cd44e7420b88ced60beb8daea52b11a/250x250-000000-80-0-0.jpg
Ocean Avenue,Yellowcard,2004,0,"Rock,Pop",English,ocean avenue - yellowcard,0,3361193,Ocean Avenue,USCA20300233,2003-07-10,False,173.0,Yellowcard,319831,Ocean Avenue,https://e-cdns-images.dzcdn.net/images/cover/8acb8db941872231e4f75dc903cbc1e9/250x250-000000-80-0-0.jpg
Crazy On You,Heart (band),1976,0,Rock,English,crazy on you - heart (band),0,0,0,0,0,0,0.0,0,0,0,0
Saving All My Love For You,Whitney Houston,1985,0,"Soul,Love",English,saving all my love for you - whitney houston,0,969024982,Saving all my love for you (奉獻我愛 惠妮休斯頓席捲青年之情歌金曲),FR96X2008751,2020-05-22,False,0.0,Whitney Houston,150041192,西洋經典情歌 第二輯,https://e-cdns-images.dzcdn.net/images/cover/6b04ec8e6d83f52352ddbd2551fba64e/250x250-000000-80-0-0.jpg
Woke Up This Morning,Alabama 3,1997,0,Rock,English,woke up this morning - alabama 3,0,68623266,Woke up This Morning (The Sopranos Mix),GBCDP9800101,2015-02-21,False,179.0,Alabama 3,6720848,Hits and Exit Wounds,https://e-cdns-images.dzcdn.net/images/cover/8150737cbb4849730aa6ada2ec1ddbe7/250x250-000000-80-0-0.jpg
I Say A Little Prayer,Aretha Franklin,1968,0,Soul,English,i say a little prayer - aretha franklin,0,2133626,I Say a Little Prayer,USAT29902236,2007-10-29,False,133.4,Aretha Franklin,213969,Soul Queen,https://e-cdns-images.dzcdn.net/images/cover/17ddf7bcd215684e2a6c3ee287078ce7/250x250-000000-80-0-0.jpg
Can We Dance,The Vamps,2013,0,"Teen pop,Pop,Rock",English,can we dance - the vamps,0,848800762,Can We Dance (Radio Edit),GBUM71304973,2019-10-25,False,0.0,The Vamps,125908152,Hello Weekend,https://cdns-images.dzcdn.net/images/cover/62c29449f5f5075df071ac7d0cc04656/250x250-000000-80-0-0.jpg
Pretzel Logic,Steely Dan,1974,0,"Rock,Pop,Jazz",English,pretzel logic - steely dan,0,3042034,Pretzel Logic,USMC17447203,1999-05-25,False,94.6,Steely Dan,293016,Pretzel Logic,https://e-cdns-images.dzcdn.net/images/cover/f039b381af957e8d3e83a767ee70767d/250x250-000000-80-0-0.jpg
All On Me,Devin Dawson,2017,0,"Pop,Rock",English,all on me - devin dawson,0,142334773,All On Me,USWB11700136,2017-02-17,False,162.13,Devin Dawson,15384471,All On Me,https://cdns-images.dzcdn.net/images/cover/b0e875ac98ee1407355a7f585f575843/250x250-000000-80-0-0.jpg
Good as You,Kane Brown,2018,0,"Pop,Country",English,good as you - kane brown,0,783901462,Good as You,USRN11800115,2019-11-01,False,153.69,Kane Brown,116259542,Experiment Extended,https://e-cdns-images.dzcdn.net/images/cover/26b93037088186fcdedcb10edba0f796/250x250-000000-80-0-0.jpg
Mysterious Girl,Peter Andre,1996,0,Reggae,English,mysterious girl - peter andre,0,439103732,Mysterious Girl (Radio Edit),GBAHS0400990,2017-12-13,False,172.27,Peter Andre,53155782,Happy New Year,https://cdns-images.dzcdn.net/images/cover/ccbe280826351873729f16c7fac2ee39/250x250-000000-80-0-0.jpg
Runaway,Love and Theft,2009,0,Country,English,runaway - love and theft,0,0,0,0,0,0,0.0,0,0,0,0
One More Sleep,Leona Lewis,2013,0,"Christmas,Pop",English,one more sleep - leona lewis,0,571386722,One More Sleep,GBHMU1300298,2019-12-13,False,112.96,Leona Lewis,76184692,Christmas Hits,https://e-cdns-images.dzcdn.net/images/cover/606f180b6b239c79978e024775825c6e/250x250-000000-80-0-0.jpg
FU,Miley Cyrus,2013,0,"Pop,Electro,Teen pop",English,fu - miley cyrus,0,71137171,FU,USRC11301270,2013-10-04,True,95.0,Miley Cyrus,6983510,Bangerz (Deluxe Version),https://cdns-images.dzcdn.net/images/cover/0e43d6341c659c4cd71e676fb13282e6/250x250-000000-80-0-0.jpg
When My Ship Comes In,1930s Standards,1934,0,"Oldies,Jazz",English,when my ship comes in - 1930s standards,0,0,0,0,0,0,0.0,0,0,0,0
Thumbs,Sabrina Carpenter,2017,0,Teen pop,English,thumbs - sabrina carpenter,0,134026184,Thumbs,USHR11637546,2016-10-14,False,135.11,Sabrina Carpenter,14284062,EVOLution,https://e-cdns-images.dzcdn.net/images/cover/27fa3fede3dbc451edfb0428c83122e9/250x250-000000-80-0-0.jpg
Ribbons and Bows,Kacey Musgraves,2016,0,"Christmas,Country",English,ribbons and bows - kacey musgraves,0,816094192,Ribbons And Bows (From The Kacey Musgraves Christmas Show),USUM71922783,2019-11-29,False,0.0,Kacey Musgraves,120281922,The Kacey Musgraves Christmas Show,https://cdns-images.dzcdn.net/images/cover/9829064c114a9a061bc8e158d96f401f/250x250-000000-80-0-0.jpg
Medley,Blondie,2000,0,"80s,Pop,Rock",English,medley - blondie,0,3167435,A Shark In Jets Clothing/I Know But I Don't Know (Live / Medley),USCH37800009,2006-10-10,False,143.6,Blondie,304177,Picture This Live (Live),https://cdns-images.dzcdn.net/images/cover/e9a675b06712dfcc0190a0e1632bc8f0/250x250-000000-80-0-0.jpg
Tell Me What He Said,Helen Shapiro,1962,0,"Rock 'n Roll,Pop,Oldies",English,tell me what he said - helen shapiro,0,125928241,Tell Me What He Said (Stereo),FR2X41676962,2016-06-14,False,0.0,Helen Shapiro,13251453,"Jazzy Night, Vol. 2",https://cdns-images.dzcdn.net/images/cover/4dcba71dbc1888b13f3fd96f28c525b6/250x250-000000-80-0-0.jpg
